model,weight_decay,dropout_rate,learning_rate,epoch,metric,value
graph_with_embeddings_and_attentional_aggregation_wd1e-05_dr0.2_lr1e-05,1e-05,0.2,1e-05,3,Train/precision@5,0.029118500649929047
graph_with_embeddings_and_attentional_aggregation_wd1e-05_dr0.2_lr1e-05,1e-05,0.2,1e-05,4,Train/precision@5,0.03279700130224228
graph_with_embeddings_and_attentional_aggregation_wd1e-05_dr0.2_lr1e-05,1e-05,0.2,1e-05,0,Train/precision@10,0.007109750062227249
graph_with_embeddings_and_attentional_aggregation_wd1e-05_dr0.2_lr1e-05,1e-05,0.2,1e-05,1,Train/precision@10,0.013822250068187714
graph_with_embeddings_and_attentional_aggregation_wd1e-05_dr0.2_lr1e-05,1e-05,0.2,1e-05,2,Train/precision@10,0.01770699955523014
graph_with_embeddings_and_attentional_aggregation_wd1e-05_dr0.2_lr1e-05,1e-05,0.2,1e-05,3,Train/precision@10,0.020511500537395477
graph_with_embeddings_and_attentional_aggregation_wd1e-05_dr0.2_lr1e-05,1e-05,0.2,1e-05,4,Train/precision@10,0.02291475050151348
graph_with_embeddings_and_attentional_aggregation_wd1e-05_dr0.2_lr1e-05,1e-05,0.2,1e-05,0,Train/precision@20,0.005239875055849552
graph_with_embeddings_and_attentional_aggregation_wd1e-05_dr0.2_lr1e-05,1e-05,0.2,1e-05,1,Train/precision@20,0.009778999723494053
graph_with_embeddings_and_attentional_aggregation_wd1e-05_dr0.2_lr1e-05,1e-05,0.2,1e-05,2,Train/precision@20,0.012403500266373158
graph_with_embeddings_and_attentional_aggregation_wd1e-05_dr0.2_lr1e-05,1e-05,0.2,1e-05,3,Train/precision@20,0.014251249842345715
graph_with_embeddings_and_attentional_aggregation_wd1e-05_dr0.2_lr1e-05,1e-05,0.2,1e-05,4,Train/precision@20,0.015675250440835953
graph_with_embeddings_and_attentional_aggregation_wd1e-05_dr0.2_lr1e-05,1e-05,0.2,1e-05,0,Train/recall@1,0.015992499887943268
graph_with_embeddings_and_attentional_aggregation_wd1e-05_dr0.2_lr1e-05,1e-05,0.2,1e-05,1,Train/recall@1,0.0345425009727478
graph_with_embeddings_and_attentional_aggregation_wd1e-05_dr0.2_lr1e-05,1e-05,0.2,1e-05,2,Train/recall@1,0.04866249859333038
graph_with_embeddings_and_attentional_aggregation_wd1e-05_dr0.2_lr1e-05,1e-05,0.2,1e-05,3,Train/recall@1,0.06079999729990959
graph_with_embeddings_and_attentional_aggregation_wd1e-05_dr0.2_lr1e-05,1e-05,0.2,1e-05,4,Train/recall@1,0.07027749717235565
graph_with_embeddings_and_attentional_aggregation_wd1e-05_dr0.2_lr1e-05,1e-05,0.2,1e-05,0,Train/recall@5,0.047509998083114624
graph_with_embeddings_and_attentional_aggregation_wd1e-05_dr0.2_lr1e-05,1e-05,0.2,1e-05,1,Train/recall@5,0.09567499905824661
graph_with_embeddings_and_attentional_aggregation_wd1e-05_dr0.2_lr1e-05,1e-05,0.2,1e-05,2,Train/recall@5,0.12421000003814697
graph_with_embeddings_and_attentional_aggregation_wd1e-05_dr0.2_lr1e-05,1e-05,0.2,1e-05,3,Train/recall@5,0.14559249579906464
graph_with_embeddings_and_attentional_aggregation_wd1e-05_dr0.2_lr1e-05,1e-05,0.2,1e-05,4,Train/recall@5,0.1639849990606308
graph_with_embeddings_and_attentional_aggregation_wd1e-05_dr0.2_lr1e-05,1e-05,0.2,1e-05,0,Train/recall@10,0.07109750062227249
graph_with_embeddings_and_attentional_aggregation_wd1e-05_dr0.2_lr1e-05,1e-05,0.2,1e-05,1,Train/recall@10,0.13822250068187714
graph_with_embeddings_and_attentional_aggregation_wd1e-05_dr0.2_lr1e-05,1e-05,0.2,1e-05,2,Train/recall@10,0.1770700067281723
graph_with_embeddings_and_attentional_aggregation_wd1e-05_dr0.2_lr1e-05,1e-05,0.2,1e-05,3,Train/recall@10,0.20511500537395477
graph_with_embeddings_and_attentional_aggregation_wd1e-05_dr0.2_lr1e-05,1e-05,0.2,1e-05,4,Train/recall@10,0.22914749383926392
graph_with_embeddings_and_attentional_aggregation_wd1e-05_dr0.2_lr1e-05,1e-05,0.2,1e-05,0,Train/recall@20,0.10479749739170074
